Oasis Lounge ,"Coffee, Quick Bites, Tea",Gulshan,http://harriken.com/restaurants/oasis-lounge-four-points-by-sheraton-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/04/2017042001045818885QUG6.JPG,0.0,,"Four Points by Sheraton, Tower Building (2nd Floor), 6/A North Avenue, Gulshan 2, Dhaka 1212"
CP Five Star ,Fried Chicken,Gulshan,http://harriken.com/restaurants/cp-five-star-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/1210_1_0V86edpR.jpg,0.0,8801715692348,"Hanif Tower, Gulshan 2, Dhaka 1212"
Pizza Hut ,"Pizzas, Pastas",Gulshan,http://harriken.com/restaurants/pizza-hut-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/07/2017072602074018885DNWY.png,4.3,,"House SEF(1), Road 140, Gulshan South Avenue, Gulshan 1, Dhaka 1212"
Rosh Mishti ,Mishti,Gulshan,http://harriken.com/restaurants/rosh-mishti-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/420x135.jpg,0.0,88029895902,"Shop 23, Ground Floor, Gulshan Shopping Center, Plot 14, Gulshan 1, Dhaka 1212"
Sub Lover's ,Mexican,Gulshan,http://harriken.com/restaurants/sub-lovers-police-plaza-concord-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/420x135.jpg,4.8,8801874609814,"Shop 544, 4th Floor, Police Plaza Concord, Gulshan 1, Dhaka 1212"
138 East ,"Grill, Pizzas, Tex Mex",Gulshan,http://harriken.com/restaurants/138-east-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2018/01/2018010308010622802DMYW.jpg,4.0,,"House 10 (1st Floor), Road 138, Gulshan 1, Dhaka 1212"
Seasonal Tastes ,"Asian, Buffet",Gulshan,http://harriken.com/restaurants/seasonal-tastes-westin-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/06/2017062908063218885XOJU.jpg,4.8,,"The Westin Dhaka (2nd Floor), Plot 1, Road 45, Main Gulshan Avenue, CWN (B), Gulshan 2, Dhaka 1212"
Shack ,Burgers,Gulshan,http://harriken.com/restaurants/shack-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2018/01/20180129010107228023D1E.jpg,4.5,8801971234727,"House 1/A (Ground Floor), Road 23, Gulshan 1, Dhaka 1212"
Modhuban ,Mishti,Gulshan,http://harriken.com/restaurants/modhuban-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/420x135.jpg,5.0,8801835192952,"Shop B5, Ground Floor, Gulshan Shopping Center, Gulshan 1 Dhaka 1212"
Zafran Restaurant ,"Indian, Asian Fusion",Gulshan,http://harriken.com/restaurants/zafran-restaurant-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2983_1_pZlsLKv1.jpg,5.0,,"HB Tower, House 1A, Road 23, Gulshan 1, Dhaka 1212"
Tasty Tibet ,Momos,Gulshan,http://harriken.com/restaurants/tasty-tibet-gulshan-avenue-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/11/20171120041144258282TTQ.jpg,0.0,8801713190042,"House 109, Shwapno, Hosna Tower, Gulshan Avenue, Dhaka 1212"
Imam Bari Cafe Gulshan ,Bangladeshi,Gulshan,http://harriken.com/restaurants/imam-bari-cafe-gulshan-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/420x135.jpg,0.0,8801920823361,"Shop 69/70, Gulshan Shopping Center (Jabber Tower opposite side), Gulshan Avenue, Gulshan 1, Dhaka 1212"
Umai ,"Japanese, Sushi",Gulshan,http://harriken.com/restaurants/umai-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/05/2017050503055018885D04S.jpg,4.5,,"House 8, Road 50, Gulshan 2, Dhaka 1212"
Spaghetti Jazz ,"Italian, Pastas, Pizzas, Steaks",Gulshan,http://harriken.com/restaurants/spaghetti-jazz-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/10/2017101405104822802IAUY.jpg,4.3,,"Rob Bhaban (4th Floor), Plot 3, Gulshan 2 Circle, Dhaka 1212"
Red Velvet ,"Desserts, Quick Bites",Gulshan,http://harriken.com/restaurants/red-velvet-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/420x135.jpg,0.0,,"RM Center, 101 Gulshan Avenue, Dhaka 1212"
The Great Kabab Factory ,"Buffet, Kebabs, Indian",Gulshan,http://harriken.com/restaurants/the-great-kabab-factory-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/12/2017122809122022802WQ2T.jpg,0.0,,"Samsuddin Mansion (5th Floor), Gulshan 2, Dhaka 1212"
Cozy Sizzler ,"Seafood, Steaks, Buffet",Gulshan,http://harriken.com/restaurants/cozy-sizzler-restaurant-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/04/2017042304040918885I6GT.jpg,4.7,,"House CEN 4G, Road 104, Gulshan 2, Dhaka 1212"
Sushi Tei ,"Japanese, Sushi",Gulshan,http://harriken.com/restaurants/sushi-tei-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/12/2017123011124522802TWCG.jpg,4.4,,"Crystal Palace (1st Floor), House SE(D) 22, Road 140, Bir Uttam Mir Shawkat Sarak, Gulshan, Dhaka 1212"
Bengal Restaurnt ,"Indian, Kebabs",Gulshan,http://harriken.com/restaurants/bengal-restaurnt-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/420x135.jpg,0.0,,"Bengal Inn, House -07, Road -16, Gulshan 1, Dhaka 1212"
Crimson Cup ,"Coffee, Iced Drinks",Gulshan,http://harriken.com/restaurants/crimson-cup-gulshan-1-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2018/05/2018050902050122802DV9U.jpg,0.0,,"Saiham Tower (Ground Floor), House 34, Road 136, Block SE (C)1, Dhaka 1212"
Chatime ,"Iced Drinks, Tea, Shakes",Gulshan,http://harriken.com/restaurants/chatime-gulshan-avenue-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2018/02/2018022304023022802VIUG.jpg,0.0,,"Casablanca Ridge Park (1st Floor), 114 Gulshan Avenue, Dhaka 1212"
Baton Rouge ,Buffet,Gulshan,http://harriken.com/restaurants/baton-rouge-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2001_1_cmexjqzm.jpg,4.4,8801724125457,"Pink City (7th Floor), House 15, Road 103, Block CEN, Gulshan 2, Dhaka 1212"
Sausage World ,"Pastas, Seafood, Steaks",Gulshan,http://harriken.com/restaurants/sausage-world-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2018/03/2018032512031625828ECZR.jpg,0.0,,"House 9, Road 5, Gulshan 2, Dhaka 1212"
Gloria Jean's Coffees ,"Coffee, Quick Bites, Iced Drinks, Breakfast and Brunch",Gulshan,http://harriken.com/restaurants/gloria-jeans-coffees-gulshan-2-dhaka,https://s3-ap-southeast-1.amazonaws.com/harriken/images/outlet-cover/thumb/2017/10/2017102902103422802TW3E.jpg,4.4,,"House 2B, Block NE(B), Road 71, Gulshan 2, Dhaka 1212"
